price,area,rooms,floor,total_floors,city,microdistrict,price_per_sqm
14500000,53.0,2.0,2.0,5.0,Актау,9-й мкр 3,273584.90566037735
22300000,56.0,2.0,2.0,5.0,Актау,11-й мкр 36,398214.28571428574
33000000,100.0,3.0,4.0,5.0,Актау,"35-мкр, 35-ш/а. 23 — Жол боиында",330000.0
13000000,56.0,2.0,5.0,5.0,Актау,"27-й мкр 17 — ТЦ Достык, Народный банк, Зеленый базар",232142.85714285713
18800000,60.0,2.0,6.0,6.0,Актау,16-й мкр  43/3,313333.3333333333
19000000,97.0,3.0,5.0,5.0,Актау,35-мкр 22 — Медколедж,195876.28865979382
13500000,56.7,2.0,5.0,5.0,Актау,8-й мкр 21,238095.23809523808
23000000,75.0,2.0,2.0,5.0,Актау,32Б мкр 22,306666.6666666667
26000000,90.0,3.0,3.0,9.0,Актау,33-й мкр 21,288888.8888888889
18000000,58.0,2.0,2.0,9.0,Актау,13-й мкр 42б,310344.8275862069
26000000,73.2,2.0,10.0,14.0,Актау,"16-й мкр , 16 мкрн 70/2",355191.2568306011
35000000,107.0,3.0,7.0,9.0,Актау,12-й мкр 72,327102.80373831774
33500000,70.0,2.0,8.0,10.0,Актау,13-й мкр 54,478571.4285714286
12000000,43.0,2.0,6.0,9.0,Актау,27-й мкр 10,279069.76744186046
24500000,89.0,3.0,2.0,5.0,Актау,14-й мкр 16,275280.8988764045
15000000,52.2,1.0,7.0,10.0,Актау,20а мкр 3 — Возле арки,287356.3218390804
33999999,70.0,2.0,3.0,13.0,Актау,17-й мкр 113,485714.27142857143
17500000,53.3,2.0,1.0,9.0,Актау,14-й мкр 14 — Возле набережной,328330.2063789869
27900000,110.0,3.0,3.0,6.0,Актау,39-й мкр 10,253636.36363636365
25900000,48.0,1.0,11.0,14.0,Актау,17-й мкр 6,539583.3333333334
20000000,72.0,3.0,5.0,5.0,Актау,6-й мкр 6 — Магазин Фиалка,277777.77777777775
10500000,62.0,2.0,7.0,7.0,Актау,29а мкр — ЖК АМИНА,169354.83870967742
16500000,49.0,1.0,10.0,12.0,Актау,17-й мкр 55,336734.693877551
17000000,56.6,2.0,5.0,5.0,Актау,12-й мкр 56 — Торговый цент ТРК - Актау.,300353.35689045937
8000000,35.9,1.0,7.0,10.0,Актау,11-й мкр 7,222841.22562674095
20000000,93.0,3.0,4.0,12.0,Актау,33-й мкр 7,215053.7634408602
22500000,52.0,1.0,7.0,12.0,Актау,19-й мкр 28 — Гипермаркет Дина,432692.3076923077
42000000,127.0,3.0,8.0,16.0,Актау,15-й микрорайон 69,330708.6614173228
12000000,49.0,2.0,5.0,5.0,Актау,32Б мкр 8/2,244897.95918367346
17000000,63.0,2.0,2.0,10.0,Актау,27-й мкр 85,269841.2698412698
18500000,57.0,2.0,4.0,5.0,Актау,34-й мкр 6 — ассамблея,324561.4035087719
15000000,67.0,3.0,4.0,5.0,Актау,5-й мкр 26,223880.59701492538
24500000,70.0,3.0,1.0,5.0,Актау,29-й мкр 8,350000.0
14000000,65.0,2.0,11.0,15.0,Актау,17-й мкр — ЯСИН,215384.61538461538
17500000,50.0,2.0,4.0,5.0,Актау,31Б мкр 29,350000.0
24500000,72.0,3.0,4.0,5.0,Актау,14-й мкр 17,340277.77777777775
13100000,58.0,2.0,2.0,9.0,Актау,13-й мкр 50а,225862.06896551725
30000000,90.0,4.0,2.0,5.0,Актау,15-й мкр 25,333333.3333333333
34000000,124.0,3.0,5.0,5.0,Актау,29-й мкр 29,274193.5483870968
20000000,56.6,2.0,4.0,5.0,Актау,28-й мкр 35,353356.89045936393
16000000,48.4,2.0,7.0,7.0,Актау,9-й мкр 22,330578.5123966942
13500000,57.0,2.0,5.0,5.0,Актау,13-й мкр 44,236842.1052631579
31000000,116.0,3.0,4.0,5.0,Актау,32Б мкр 6 — Школа-интернат Дарын,267241.3793103448
16500000,69.9,3.0,5.0,5.0,Актау,26-й мкр 9 — Саура детская больница,236051.5021459227
29500000,78.0,2.0,3.0,14.0,Актау,19-й мкр 44,378205.1282051282
10500000,50.0,2.0,9.0,9.0,Актау,11-й мкр 2,210000.0
25000000,82.0,2.0,9.0,10.0,Актау,18А мкр 5,304878.0487804878
32000000,142.0,4.0,3.0,8.0,Актау,19-й мкр 45/3,225352.11267605633
20000000,70.0,3.0,3.0,5.0,Актау,15-й мкр 54,285714.28571428574
16000000,68.0,2.0,4.0,5.0,Актау,21-й мкр 37/1,235294.11764705883
35000000,123.0,3.0,6.0,13.0,Актау,16-й мкр  111,284552.8455284553
15500000,58.42,1.0,9.0,13.0,Актау,11-й мкр 58,265320.095857583
17500000,64.7,3.0,5.0,5.0,Актау,29-й мкр 8,270479.1344667697
29000000,105.0,3.0,3.0,5.0,Актау,"15-й мкр 50 — На берегу моря, где Айдын",276190.4761904762
17000000,60.0,3.0,2.0,5.0,Актау,6-й мкр 31,283333.3333333333
46000000,100.0,2.0,4.0,10.0,Актау,18А мкр 2,460000.0
10500000,45.0,1.0,4.0,5.0,Актау,12-й мкр 31,233333.33333333334
17000000,60.0,1.0,9.0,9.0,Актау,13-й мкр 5б,283333.3333333333
28000000,60.0,2.0,8.0,15.0,Актау,"17-й мкр, ​17-й микрорайон 8",466666.6666666667
18200000,58.0,2.0,4.0,5.0,Актау,14-й мкр 16,313793.1034482759
50000000,140.5,6.0,2.0,5.0,Актау,7-й мкр 24,355871.88612099644
27000000,90.0,4.0,1.0,5.0,Актау,"27-й мкр 46 — ТЦ Байтерек, садик 46, школа 16.",300000.0
29000000,62.0,2.0,2.0,3.0,Актау,14-й мкр 60,467741.93548387097
24000000,66.0,3.0,4.0,5.0,Актау,14-й мкр 17,363636.36363636365
23500000,100.0,3.0,5.0,7.0,Актау,33-й мкр 21,235000.0
18800000,60.3,3.0,2.0,5.0,Актау,"8-й мкр 15 — Алтын Фуд, Школа #8",311774.46102819237
39999999,100.0,3.0,1.0,9.0,Актау,13-й мкр 23,399999.99
40000000,90.0,2.0,6.0,12.0,Актау,"17-й мкр, 17 мкрн 7",444444.44444444444
25000000,70.0,3.0,3.0,7.0,Актау,34-й мкр 2,357142.85714285716
16220000,52.0,2.0,1.0,5.0,Актау,11-й мкр,311923.07692307694
26500000,75.0,2.0,8.0,9.0,Актау,17-й мкр 95,353333.3333333333
55000000,120.0,3.0,12.0,14.0,Актау,"17-й мкр, 17 мкрн 7",458333.3333333333
19000000,65.8,3.0,5.0,5.0,Актау,8-й мкр 24 — Напротив Ботанического сада,288753.7993920973
6500000,62.91,2.0,3.0,9.0,Актау,29а мкр,103322.20632649818
15500000,47.0,1.0,4.0,5.0,Актау,17-й мкр,329787.2340425532
25300000,90.0,4.0,2.0,5.0,Актау,13-й мкр 44,281111.1111111111
52500000,109.8,3.0,9.0,10.0,Актау,19-й мкр 34,478142.07650273223
16000000,62.0,2.0,8.0,9.0,Актау,"29-й мкр, 29-ш/а. 27 — Grand Nur Plaza Akkala mall",258064.51612903227
32400000,85.0,2.0,10.0,16.0,Актау,17-й мкр 23,381176.4705882353
11800000,48.6,1.0,6.0,6.0,Актау,"38-й мкр, 38 мкрн",242798.35390946502
29000000,56.0,2.0,8.0,14.0,Актау,17-й мкр 8,517857.14285714284
11000000,54.0,2.0,5.0,5.0,Актау,4-й мкр 22,203703.7037037037
26000000,63.0,2.0,8.0,15.0,Актау,"17-й мкр, ​17-й микрорайон 6",412698.4126984127
20000000,68.0,2.0,4.0,5.0,Актау,17-й мкр Кереге — Жк Кереге 17 мар рядом Ясин,294117.64705882355
19500000,120.0,3.0,2.0,6.0,Актау,"35-мкр, 35 мкр. 15",162500.0
16900000,67.0,2.0,5.0,6.0,Актау,32В мкр 8/1,252238.80597014926
28000000,100.0,3.0,5.0,5.0,Актау,16-й мкр  79,280000.0
15200000,48.0,1.0,9.0,9.0,Актау,17-й мкр 96,316666.6666666667
12900000,49.0,1.0,5.0,6.0,Актау,16-й мкр  76,263265.306122449
25500000,104.8,5.0,3.0,5.0,Актау,27-й мкр 39,243320.6106870229
18900000,75.8,3.0,9.0,9.0,Актау,32А мкр 29,249340.36939313984
21500000,54.0,2.0,2.0,4.0,Актау,"1-й мкр, Приморский 1 — Жемчужная",398148.14814814815
18500000,107.0,3.0,8.0,8.0,Актау,19-й мкр 45/1,172897.19626168226
9300000,45.3,1.0,9.0,12.0,Актау,33-й мкр 19,205298.01324503313
18800000,62.0,2.0,3.0,6.0,Актау,31Б мкр 16 — Отдельно стоящий двух подъездный дом.,303225.8064516129
11115000,80.88,2.0,4.0,5.0,Актау,29а мкр 1,137425.81602373888
10000000,38.9,1.0,10.0,10.0,Актау,31Б мкр 8,257069.4087403599
12000000,59.3,2.0,5.0,5.0,Актау,4-й мкр 44,202360.87689713322
9500000,40.0,1.0,5.0,6.0,Актау,32В мкр 5,237500.0
17800000,70.0,2.0,1.0,6.0,Актау,32В мкр 2,254285.7142857143
11000000,43.0,1.0,5.0,5.0,Актау,29а мкр 142,255813.9534883721
21500000,59.6,1.0,9.0,10.0,Актау,40-й мкр,360738.255033557
14000000,51.5,2.0,4.0,5.0,Актау,26-й мкр 13,271844.66019417474
15000000,55.6,2.0,6.0,6.0,Актау,35-мкр 17/1,269784.1726618705
12000000,46.0,2.0,3.0,6.0,Актау,35-мкр 9,260869.5652173913
20000000,85.0,3.0,5.0,5.0,Актау,17-й мкр 73,235294.11764705883
6700000,35.0,1.0,3.0,5.0,Актау,22-й мкр 2,191428.57142857142
35900000,110.0,3.0,9.0,11.0,Актау,16-й мкр  64,326363.63636363635
15900000,65.0,2.0,5.0,9.0,Актау,29-й мкр 28,244615.38461538462
19500000,70.0,3.0,4.0,5.0,Актау,"13-й мкр 44 — Квартира находится возле Цона. Рядом два садика, магазины,супермаркеты, школа и остановка.",278571.4285714286
17900000,82.3,2.0,4.0,5.0,Актау,16-й мкр  79,217496.96233292832
14300000,56.0,2.0,4.0,6.0,Актау,31Б мкр 32/1,255357.14285714287
21000000,78.0,2.0,4.0,11.0,Актау,28 микрорайон 47 участок,269230.76923076925
27500000,86.0,2.0,6.0,11.0,Актау,31Б мкр 8,319767.4418604651
18000000,57.2,2.0,2.0,5.0,Актау,12-й мкр 14,314685.31468531466
14500000,70.0,3.0,5.0,5.0,Актау,13-й мкр 20,207142.85714285713
11800000,47.0,2.0,7.0,7.0,Актау,11-й мкр 18 — Ынтымақ,251063.82978723405
16500000,44.0,1.0,4.0,7.0,Актау,"17-й мкр, 17 мкрн 116",375000.0
12000000,40.0,1.0,4.0,6.0,Актау,32В мкр 8/1,300000.0
6073100,55.21,1.0,4.0,5.0,Актау,29а мкр 130/9 — 29а,110000.0
15500000,53.0,1.0,7.0,10.0,Актау,18А мкр 7,292452.8301886792
15000000,53.4,2.0,2.0,6.0,Актау,31Б мкр 18,280898.8764044944
25500000,84.7,3.0,5.0,6.0,Актау,29а мкр 172,301062.5737898465
11500000,49.3,2.0,1.0,5.0,Актау,3-й мкр 20а,233265.72008113592
52000000,112.0,3.0,2.0,9.0,Актау,19-й мкр 26,464285.71428571426
23500000,105.0,2.0,10.0,12.0,Актау,12-й мкр,223809.52380952382
9500000,38.6,1.0,5.0,6.0,Актау,32В мкр 12,246113.9896373057
9900000,52.0,1.0,4.0,5.0,Актау,35-мкр 23,190384.61538461538
32500000,110.0,3.0,2.0,14.0,Актау,19-й мкр 44,295454.54545454547
10500000,40.0,1.0,3.0,6.0,Актау,29а мкр 103,262500.0
15000000,57.5,2.0,5.0,9.0,Актау,32А мкр,260869.5652173913
11000000,47.5,2.0,9.0,9.0,Актау,27-й мкр 52 — 2 бөлме. Жолға жақын. Мектеп 16.  Байтерек. Алуа остановка. 9 этаж,231578.94736842104
22800000,86.7,3.0,8.0,9.0,Актау,31А мкр 23,262975.77854671277
25500000,80.0,2.0,9.0,9.0,Актау,19-й мкр 27,318750.0
19900000,55.0,1.0,4.0,5.0,Актау,20а мкр 3,361818.1818181818
13000000,58.0,2.0,2.0,9.0,Актау,13-й мкр 50а,224137.93103448275
14700000,71.0,3.0,5.0,5.0,Актау,"13-й мкр, 13-ш/а.",207042.25352112675
28500000,95.0,3.0,3.0,6.0,Актау,39-й мкр 5,300000.0
13500000,56.0,2.0,2.0,5.0,Актау,14-й мкр 4,241071.42857142858
19800000,55.0,1.0,4.0,10.0,Актау,20а мкр 3,360000.0
28700000,100.0,4.0,5.0,5.0,Актау,28-й мкр 23,287000.0
16500000,70.0,3.0,5.0,5.0,Актау,29-й мкр 9,235714.2857142857
8970500,81.55,2.0,4.0,5.0,Актау,29а мкр 1,110000.0
48000000,95.0,3.0,9.0,9.0,Актау,17-й мкр 25,505263.15789473685
56000000,127.0,4.0,7.0,12.0,Актау,17-й мкр 55,440944.88188976375
14500000,56.0,2.0,3.0,5.0,Актау,"16-й мкр , 16-ш/а. 18",258928.57142857142
43000000,91.3,3.0,1.0,9.0,Актау,17-й мкр 25 — Жк City Park,470974.8083242059
50000000,126.0,3.0,12.0,13.0,Актау,16-й мкр  85,396825.3968253968
14950000,58.0,2.0,5.0,6.0,Актау,31Б мкр 12 — 5 этаж,257758.62068965516
15500000,58.0,2.0,2.0,5.0,Актау,27-й мкр 21,267241.3793103448
11000000,61.8,2.0,6.0,6.0,Актау,16-й мкр  43/3,177993.52750809063
9200000,40.0,1.0,5.0,6.0,Актау,38-й мкр 1,230000.0
8000000,33.0,1.0,1.0,5.0,Актау,22-й мкр 30,242424.24242424243
10000000,47.1,2.0,4.0,4.0,Актау,3А мкр 10,212314.22505307855
17800000,56.0,2.0,4.0,5.0,Актау,"14-й мкр 19 — Школы #1,#15, дет садик #43",317857.14285714284
10000000,38.6,1.0,5.0,6.0,Актау,32В мкр 7,259067.35751295337
12000000,50.0,2.0,6.0,7.0,Актау,9-й мкр 20,240000.0
45000000,95.0,3.0,6.0,7.0,Актау,10-й мкр,473684.2105263158
15750000,57.0,2.0,1.0,5.0,Актау,34-й мкр 17,276315.7894736842
22000000,63.7,3.0,6.0,6.0,Актау,16-й мкр  — ТРК АКТАУ,345368.91679748823
16500000,42.0,1.0,2.0,13.0,Актау,17-й мкр 113,392857.14285714284
14000000,76.0,2.0,4.0,6.0,Актау,39-й мкр 4,184210.52631578947
32000000,107.0,3.0,11.0,13.0,Актау,19-й мкр 5,299065.4205607477
11000000,47.0,2.0,6.0,7.0,Актау,5-й мкр 3,234042.55319148937
10000000,38.8,1.0,3.0,7.0,Актау,5-й мкр 1 — Форте банк,257731.9587628866
23500000,71.0,3.0,1.0,5.0,Актау,15-й мкр 53 — Конечная остановка маршрута #2,330985.91549295775
11500000,40.0,1.0,6.0,6.0,Актау,34-й мкр 8,287500.0
11500000,53.0,2.0,5.0,9.0,Актау,8-й мкр 29,216981.1320754717
26000000,70.0,3.0,4.0,5.0,Актау,6-й мкр 35,371428.5714285714
14000000,59.4,2.0,1.0,7.0,Актау,20-й мкр 1,235690.23569023568
14000000,45.1,1.0,5.0,5.0,Актау,16-й мкр  79,310421.2860310421
52000000,149.84,4.0,3.0,13.0,Актау,17-й мкр 18/1,347036.83929524827
18500000,55.0,1.0,6.0,10.0,Актау,16-й мкр  11,336363.63636363635
17000000,106.0,3.0,7.0,7.0,Актау,32В мкр 32В — Напротив жк РОУЗ,160377.35849056602
15500000,82.1,2.0,3.0,8.0,Актау,29а мкр 38/8 — НУРПЛАЗА,188794.1534713764
12200000,39.5,1.0,4.0,6.0,Актау,38-й мкр 4 — Ана мен Бала,308860.7594936709
30000000,77.9,3.0,2.0,6.0,Актау,24-й мкр 16,385109.1142490372
18000000,70.0,3.0,2.0,5.0,Актау,27-й мкр 32,257142.85714285713
21500000,70.0,3.0,3.0,5.0,Актау,28-й мкр 17,307142.85714285716
18000000,48.0,2.0,5.0,9.0,Актау,"12-й мкр, 12-ш/а. 20",375000.0
7000000,39.0,1.0,6.0,6.0,Актау,"39-й мкр — Рядом мечеть, роддом, НИШ, центр крови , школа, садик, Мангистау Арена, гипермаркет Дина",179487.1794871795
24499990,84.0,3.0,5.0,9.0,Актау,33-й мкр,291666.54761904763
12000000,31.2,1.0,4.0,5.0,Актау,5-й мкр,384615.3846153846
56900000,80.5,2.0,6.0,9.0,Актау,Мангыстау — Rixos Aktau,706832.2981366459
30000000,80.5,2.0,4.0,11.0,Актау,31Б мкр 8,372670.8074534162
28000000,71.8,3.0,2.0,14.0,Актау,32А мкр 7,389972.1448467967
23000000,86.5,3.0,3.0,12.0,Актау,"33-й мкр 6 — Супер маркет Дина, жёлтый рынок, ак базар",265895.9537572254
36000000,110.0,4.0,3.0,5.0,Актау,14-й мкр 17,327272.7272727273
14200000,56.0,2.0,7.0,15.0,Актау,17-й мкр 87/4,253571.42857142858
75000000,150.0,4.0,2.0,9.0,Актау,"19-й мкр, мкрн 19 14 — находится возле супермаркет Дильда",500000.0
14000000,46.2,2.0,6.0,9.0,Актау,14-й мкр 32 — 14-32,303030.30303030304
60000000,100.4,3.0,2.0,9.0,Актау,17-й мкр,597609.561752988
12500000,56.0,2.0,4.0,5.0,Актау,9-й мкр 10,223214.2857142857
20000000,78.0,2.0,1.0,7.0,Актау,29а мкр 74,256410.2564102564
18000000,80.3,2.0,8.0,9.0,Актау,29-й мкр 28,224159.40224159404
9500000,33.0,1.0,6.0,7.0,Актау,5-й мкр 1,287878.7878787879
11000000,52.0,2.0,5.0,7.0,Актау,16-й мкр  15 участок — Трк Актау,211538.46153846153
20000000,90.0,3.0,5.0,5.0,Актау,29а мкр 148,222222.22222222222
12500000,54.0,1.0,4.0,6.0,Актау,35-мкр 30,231481.4814814815
16500000,56.0,2.0,5.0,5.0,Актау,"11-й мкр, 11-ш/а. 31",294642.85714285716
18000000,45.0,1.0,4.0,7.0,Актау,29а мкр 43 — Аккала мол жанында,400000.0
45000000,120.0,4.0,4.0,6.0,Актау,39-й мкр 12,375000.0
16500000,57.0,2.0,5.0,6.0,Актау,16-й мкр  43/2,289473.6842105263
14000000,48.0,2.0,10.0,10.0,Актау,20-й мкр 26,291666.6666666667
28000000,95.0,4.0,4.0,5.0,Актау,27-й мкр 27 — Абди,294736.84210526315
30000000,109.0,3.0,9.0,15.0,Актау,"18-й мкр , 18 микрорайон 43/1",275229.3577981651
19900000,56.4,2.0,2.0,5.0,Актау,9-й мкр 3,352836.87943262415
45000000,108.0,3.0,5.0,9.0,Актау,17-й мкр 97,416666.6666666667
20000000,67.0,2.0,3.0,6.0,Актау,38-й мкр 3,298507.46268656716
18500000,56.0,2.0,2.0,5.0,Актау,26-й мкр 1Б,330357.14285714284
41500000,109.0,3.0,8.0,9.0,Актау,19-й мкр 32,380733.9449541284
20000000,70.0,3.0,3.0,5.0,Актау,27-й мкр 32,285714.28571428574
13000000,41.0,1.0,3.0,5.0,Актау,28А мкр 1,317073.1707317073
15000000,52.0,2.0,5.0,6.0,Актау,31Б мкр 12,288461.53846153844
27000000,89.55,3.0,2.0,6.0,Актау,39-й мкр 2,301507.5376884422
18000000,56.0,2.0,2.0,5.0,Актау,14-й мкр 42,321428.5714285714
35000000,93.0,2.0,4.0,7.0,Актау,17-й мкр 46,376344.08602150535
24500000,70.0,3.0,1.0,5.0,Актау,13-й мкр 6,350000.0
17500000,60.4,2.0,5.0,5.0,Актау,3-й мкр 24,289735.09933774837
45000000,142.0,4.0,9.0,9.0,Актау,"17-й мкр — Напротив ЖК Жанболата, наряду ЖК Сити Парк",316901.40845070424
12800000,60.0,2.0,4.0,9.0,Актау,8-й мкр 23,213333.33333333334
20000000,81.5,2.0,10.0,12.0,Актау,12-й мкр 36/2,245398.77300613496
27000000,85.0,3.0,2.0,5.0,Актау,17-й мкр 73,317647.0588235294
43500000,110.0,3.0,5.0,16.0,Актау,"16-й мкр , ​16-й микрорайон 64",395454.54545454547
13900000,54.0,2.0,5.0,5.0,Актау,32Б мкр 15/1,257407.40740740742
23000000,72.0,3.0,3.0,5.0,Актау,13-й мкр 17,319444.44444444444
11000000,58.0,2.0,1.0,9.0,Актау,11-й мкр 18а,189655.1724137931
20000000,77.8,3.0,2.0,6.0,Актау,33-й мкр 32 — школы. садик. дина гипермеркет. мангыстау арена,257069.4087403599
11000000,39.0,1.0,4.0,6.0,Актау,32В мкр 12,282051.28205128206
20000000,71.0,3.0,2.0,5.0,Актау,26-й мкр 21,281690.1408450704
15000000,57.0,2.0,5.0,5.0,Актау,"12-й мкр, 12-ш/а. 14",263157.8947368421
18500000,88.0,2.0,4.0,5.0,Актау,"24-й мкр, 24-ш/а. 14",210227.27272727274
19000000,74.0,2.0,4.0,12.0,Актау,17-й мкр 217,256756.75675675675
25000000,96.0,3.0,2.0,10.0,Актау,11-й мкр 7 — 10мкр,260416.66666666666
12000000,36.0,1.0,5.0,5.0,Актау,"3-й мкр, 3-ш/а. 10 — Политех колледжге қарама қарсы",333333.3333333333
8000000,38.0,1.0,1.0,5.0,Актау,28А мкр 3,210526.31578947368
18500000,72.0,3.0,2.0,5.0,Актау,11-й мкр 21,256944.44444444444
11500000,47.0,2.0,6.0,9.0,Актау,13-й мкр 50б,244680.8510638298
12700000,40.0,1.0,4.0,6.0,Актау,"35-мкр, 35 микрорайон",317500.0
22800000,65.0,2.0,4.0,5.0,Актау,19-й мкр 38,350769.23076923075
15000000,46.5,1.0,6.0,10.0,Актау,20-й мкр 29,322580.6451612903
8500000,34.2,1.0,4.0,9.0,Актау,"4-й мкр 9 — Скальная тропа,Яхтклуб",248538.0116959064
17300000,72.0,2.0,6.0,15.0,Актау,17-й мкр — Ясин,240277.77777777778
27000000,101.0,3.0,5.0,12.0,Актау,12-й мкр 36/2,267326.7326732673
17700000,51.8,1.0,7.0,16.0,Актау,"16-й мкр , ​16-й микрорайон 64",341698.8416988417
10000000,42.8,2.0,3.0,4.0,Актау,2-й мкр 13,233644.85981308413
21000000,89.5,4.0,5.0,5.0,Актау,"26-й мкр, 26-ш/а. 41 — 14 мектеп,Еркем-ай бала-бақша",234636.87150837987
20000000,42.0,1.0,2.0,14.0,Актау,"17-й мкр, 17 мкрн 7",476190.4761904762
40000000,57.0,2.0,3.0,9.0,Актау,Полуостров Мангыстау 119 — Теплый пляж база отдыха,701754.3859649122
55000000,136.2,3.0,8.0,16.0,Актау,17-й мкр 32/1,403817.9148311307
24500000,71.0,3.0,3.0,4.0,Актау,6-й мкр 12,345070.42253521126
24000000,65.0,2.0,4.0,5.0,Актау,"32Б мкр, 32Б ш/а. 3",369230.76923076925
15000000,44.0,1.0,5.0,5.0,Актау,15-й мкр 45,340909.0909090909
38000000,84.0,3.0,3.0,5.0,Актау,15-й мкр 8,452380.95238095237
15000000,59.0,2.0,2.0,4.0,Актау,"мкр ""Шыгыс 2"", Мкр ""Шыгыс 2"" 379",254237.28813559323
26000000,105.0,3.0,5.0,7.0,Актау,"17-й мкр, ​17-й микрорайон 107",247619.04761904763
47500000,130.0,3.0,4.0,5.0,Актау,18А мкр 4,365384.6153846154
21000000,68.8,2.0,4.0,6.0,Актау,"38-й мкр, 38 мкрн 6 — Ана мен бала қасында орналасқан. Қасында мектеп бар",305232.5581395349
18500000,70.0,3.0,1.0,5.0,Актау,27-й мкр 8,264285.71428571426
16000000,49.4,1.0,1.0,5.0,Актау,15-й мкр 43,323886.6396761134
15500000,70.0,3.0,5.0,5.0,Актау,28-й мкр 10 — Возле метрополиса,221428.57142857142
67000000,145.0,4.0,7.0,9.0,Актау,15-й мкр 65 — ЖК Казтрансойл,462068.9655172414
16000000,48.0,2.0,7.0,8.0,Актау,20-й мкр 1К2,333333.3333333333
10000000,51.0,2.0,2.0,5.0,Актау,22-й мкр,196078.431372549
9900000,40.0,1.0,5.0,5.0,Актау,3-й мкр — Новостройка 3 мкр отделка красный кирпич,247500.0
14000000,54.0,2.0,1.0,4.0,Актау,6-й мкр 10 — Рядом садик,259259.25925925927
15500000,72.0,3.0,5.0,5.0,Актау,28-й мкр 9,215277.77777777778
18000000,57.0,2.0,1.0,5.0,Актау,34-й мкр 16,315789.4736842105
52000000,112.3,3.0,7.0,7.0,Актау,"20-й мкр, мкрн 20 6",463045.4140694568
22000000,63.67,2.0,7.0,16.0,Актау,"16-й мкр  33/8, 63, 63/1, 63/2",345531.6475577195
13500000,44.0,1.0,4.0,5.0,Актау,39-й мкр 10,306818.1818181818
37000000,90.0,4.0,5.0,5.0,Актау,7-й мкр 12,411111.1111111111
22500000,62.8,2.0,3.0,9.0,Актау,17-й мкр 25,358280.2547770701
14300000,56.6,2.0,6.0,6.0,Актау,"16-й мкр  42 — Продается 2-х комнатная, полностью меблированная, со свежим ремонтом в центре города. В спальне встроена удобная гардеробная. Сквозная сторона, вид на двор и на улицу, рядом остановка, поликлиники, магазины и Трк Актау. На всех окнах установлены жалюзи, газ проведен, стиральная машина, свежая сантехника, телевизор и интернет, кондиционер, квартира очень уютная и светлая, добрые и тихие соседи, на каждом этаже установлены камеры наблюдения, подъезд с домофоном.",252650.17667844522
8500000,76.0,3.0,5.0,5.0,Актау,12-й мкр 9,111842.1052631579
33600000,75.0,3.0,2.0,15.0,Актау,17-й мкр 46/1,448000.0
27500000,156.0,5.0,2.0,7.0,Актау,29а мкр — AKKALA MALL,176282.05128205128
18700000,58.0,2.0,4.0,5.0,Актау,17-й мкр 102,322413.7931034483
17000000,36.6,1.0,5.0,5.0,Актау,9-й мкр 10 — Ардагер,464480.87431693985
38000000,91.0,1.0,3.0,16.0,Актау,15-й мкр 74,417582.4175824176
17500000,38.1,1.0,1.0,6.0,Актау,16-й мкр  91,459317.58530183724
30000000,78.0,2.0,5.0,8.0,Актау,33-й мкр 3 Заман,384615.3846153846
20000000,64.0,3.0,3.0,5.0,Актау,11-й мкр 36 — Дом находится перед садиком,312500.0
58000000,134.0,3.0,7.0,15.0,Актау,17-й мкр 46/1,432835.82089552237
19000000,58.0,2.0,2.0,7.0,Актау,"20-й мкр, мкрн 20 6",327586.2068965517
16800000,71.9,2.0,8.0,15.0,Актау,17-й мкр 88/2,233657.8581363004
13000000,51.88,2.0,6.0,6.0,Актау,31А мкр 17,250578.25751734772
14500000,47.0,2.0,6.0,9.0,Актау,7-й мкр 23,308510.6382978723
23000000,81.7,3.0,3.0,10.0,Актау,12-й мкр 34,281517.7478580171
14500000,48.0,2.0,2.0,7.0,Актау,9-й мкр 20 — Ботанический сад,302083.3333333333
18800000,58.0,2.0,4.0,5.0,Актау,34-й мкр 8,324137.9310344828
8500000,32.0,1.0,7.0,7.0,Актау,9-й мкр 18,265625.0
20500000,55.0,2.0,1.0,7.0,Актау,20-й мкр 17,372727.2727272727
18500000,43.0,2.0,4.0,9.0,Актау,27-й мкр 41,430232.5581395349
18300000,58.0,2.0,1.0,6.0,Актау,34-й мкр 8,315517.2413793103
37000000,100.0,3.0,9.0,11.0,Актау,"16-й мкр , 16 мкрн 16-50",370000.0
18800000,58.0,2.0,1.0,6.0,Актау,34-й мкр 8,324137.9310344828
16000000,61.0,3.0,4.0,4.0,Актау,6-й мкр 17,262295.08196721313
22000000,68.0,2.0,4.0,5.0,Актау,34-й мкр 2,323529.4117647059
16300000,56.0,2.0,4.0,5.0,Актау,14-й мкр 20,291071.4285714286
57000000,124.0,4.0,2.0,7.0,Актау,"17-й мкр, 17 мкрн 116",459677.4193548387
10000000,38.0,1.0,5.0,5.0,Актау,5-й мкр 26,263157.8947368421
16000000,40.0,1.0,2.0,10.0,Актау,"16-й мкр , 16-ш/а. — Барі қалады алдында ТРК ақтау бар садик мектеп бар",400000.0
17500000,57.0,2.0,3.0,6.0,Актау,16-й мкр  42,307017.5438596491
27000000,89.0,4.0,3.0,5.0,Актау,"27-й мкр, 27-ш/а. 21",303370.78651685396
10500000,81.0,2.0,1.0,2.0,Актау,"мкр ""Шыгыс 2"", Мкр ""Шыгыс 2"" 160",129629.62962962964
15000000,60.0,2.0,5.0,7.0,Актау,4-й мкр 57 — Возле ТЦ Шум,250000.0
